id,session_id,profile_id,game_id,game_version,n_events,n_errors,n_hints,completion_seconds,features,skill_scores,quality_flags,created_at,updated_at
7a2edddd-ac01-4cba-b8ea-ea423700d93d,651dd314-5b2a-4e28-bd81-4051c522cb17,3b5e7f26-d667-4679-84c5-8cb8f9e11ed1,negotiation,v1,26,0,0,192,"{'oi_01': 0.7166666666666667, 'oi_sum': 2.5999999999999996, 'sdi_01': 0.7999999999999999, 'sri_01': 0.11666666666666665, 'sdi_sum': 4.8, 'sri_sum': 0.7, 'rt_sd_ms': 11229.761678979063, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 20852.166666666668, 'final_score': 79, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.11666666666666665, 'strategic_depth_01': 0.7999999999999999, 'negotiation_skill_01': 0.7875, 'cooperative_orientation_01': 0.7166666666666667}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-16T17:15:12.042472+00:00,2026-03-16T17:15:12.012+00:00
5969fff1-4aef-434a-834c-5dc748d7dc6e,d59a2985-3cae-48b8-9eb8-512ed6f2b49d,093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,triage,v1,26,2,0,73,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 1.0821955300387671, 'switch_after_win_rate': 0.4, 'decision_latency_sd_ms': 3018.823490675986, 'switch_after_loss_rate': 0.5, 'decision_latency_mean_ms': 8440.125}",{'planning_prioritization': 0.6029886355356985},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T13:42:25.760909+00:00,2026-03-17T13:42:25.71+00:00
541ee4b1-d424-4bd3-8929-f8a3eedd2b72,d161bb0c-175a-4e9b-b083-55f73d86e82e,093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,gonogo,v1,62,45,0,84,"{'rt_trend': None, 'miss_rate': 1, 'mean_rt_go': None, 'final_score': 65, 'go_accuracy': 0, 'data_quality': 'warn', 'fatigue_drop': 0, 'nogo_accuracy': 1, 'rt_variability': None, 'false_alarm_rate': 0, 'post_error_slowing': None, 'inhibition_index_01': 1, 'impulsivity_index_01': 0}",{'self_control_inhibition': 1},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 0}",2026-03-17T13:44:20.00922+00:00,2026-03-17T13:44:19.984+00:00
aa231001-2d1c-4b96-8328-f48921d921d5,0eb6af2f-e6e4-488d-aef7-6b2a9f5355a5,093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,negotiation,v1,26,0,0,154,"{'oi_01': 0.7166666666666667, 'oi_sum': 2.5999999999999996, 'sdi_01': 0.7999999999999999, 'sri_01': 0.11666666666666665, 'sdi_sum': 4.8, 'sri_sum': 0.7, 'rt_sd_ms': 5107.756588431625, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 12117.166666666666, 'final_score': 79, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.11666666666666665, 'strategic_depth_01': 0.7999999999999999, 'negotiation_skill_01': 0.7875, 'cooperative_orientation_01': 0.7166666666666667}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-17T13:47:07.642852+00:00,2026-03-17T13:47:07.619+00:00
b0bccb58-1b7e-451b-9e3c-1e4a8a3d0df9,c7f1d5a3-21be-4822-bb36-4edd4b393b20,7171a598-3f14-458f-a789-adf146404838,triage,v1,26,2,0,54,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 1.0821955300387673, 'switch_after_win_rate': 0.8, 'decision_latency_sd_ms': 1491.2433391061875, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 6286.875}",{'planning_prioritization': 0.6029886355356985},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T14:09:40.182373+00:00,2026-03-17T14:09:40.138+00:00
68df4ad5-489b-4788-aa8a-d0930e01618e,9b806924-eaaf-48b9-8f5a-c36d96145055,7171a598-3f14-458f-a789-adf146404838,gonogo,v1,62,38,0,84,"{'rt_trend': 4.406305348919589, 'miss_rate': 0.7777777777777778, 'mean_rt_go': 166.7, 'final_score': 58, 'go_accuracy': 0.2222222222222222, 'data_quality': 'ok', 'fatigue_drop': -0.13000000000000003, 'nogo_accuracy': 0.8, 'rt_variability': 88.30760631640591, 'false_alarm_rate': 0.2, 'post_error_slowing': -118.41666666666667, 'inhibition_index_01': 0.8, 'impulsivity_index_01': 0.2}",{'self_control_inhibition': 0.8},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 10}",2026-03-17T14:11:16.985283+00:00,2026-03-17T14:11:16.935+00:00
a68c24f8-9017-4b94-af0a-6cef88465b64,262f766d-1961-43bf-8c92-70327520c1ef,7171a598-3f14-458f-a789-adf146404838,gonogo,v1,62,40,0,83,"{'rt_trend': 1.613509192645883, 'miss_rate': 0.7555555555555555, 'mean_rt_go': 246, 'final_score': 49, 'go_accuracy': 0.24444444444444444, 'data_quality': 'ok', 'fatigue_drop': -0.18999999999999997, 'nogo_accuracy': 0.6, 'rt_variability': 75.9025691264795, 'false_alarm_rate': 0.4, 'post_error_slowing': -34.833333333333314, 'inhibition_index_01': 0.6, 'impulsivity_index_01': 0.4}",{'self_control_inhibition': 0.6},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 11}",2026-03-17T14:13:06.024671+00:00,2026-03-17T14:13:05.948+00:00
4d47cd56-c9a1-4f23-a1cf-d80c3623e269,14381937-3d3c-4c8d-8647-b31fac46f0f5,7171a598-3f14-458f-a789-adf146404838,negotiation,v1,26,0,0,363,"{'oi_01': 0.5916666666666667, 'oi_sum': 1.1, 'sdi_01': 0.5333333333333333, 'sri_01': 0.3666666666666667, 'sdi_sum': 3.2, 'sri_sum': 2.2, 'rt_sd_ms': 7032.503868940754, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 20902.666666666668, 'final_score': 57, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.3666666666666667, 'strategic_depth_01': 0.5333333333333333, 'negotiation_skill_01': 0.57375, 'cooperative_orientation_01': 0.5916666666666667}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-17T14:19:24.880197+00:00,2026-03-17T14:19:24.843+00:00
5ec38d3a-54e9-4d39-8a70-49c0a9290de0,77b24645-2920-4cdd-b5dc-e516f70689b3,1dcc0aa3-7df0-4815-ab89-29892d64c043,triage,v1,26,2,0,87,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 1.0821955300387671, 'switch_after_win_rate': 1, 'decision_latency_sd_ms': 5198.981047144856, 'switch_after_loss_rate': 0.5, 'decision_latency_mean_ms': 10396.25}",{'planning_prioritization': 0.6029886355356985},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T17:13:18.173374+00:00,2026-03-17T17:13:18.144+00:00
2b3eab0b-1a58-44f0-8148-8e4ed74f2f14,21594e0c-c7a2-4ba6-922e-9f559cf5bb08,1dcc0aa3-7df0-4815-ab89-29892d64c043,gonogo,v1,62,40,0,84,"{'rt_trend': 1.4744738020600092, 'miss_rate': 0.8888888888888888, 'mean_rt_go': 262, 'final_score': 68, 'go_accuracy': 0.1111111111111111, 'data_quality': 'warn', 'fatigue_drop': -0.1383399209486166, 'nogo_accuracy': 1, 'rt_variability': 30.01666203960727, 'false_alarm_rate': 0, 'post_error_slowing': 40.833333333333314, 'inhibition_index_01': 1, 'impulsivity_index_01': 0}",{'self_control_inhibition': 1},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 5}",2026-03-17T17:15:11.615797+00:00,2026-03-17T17:15:11.542+00:00
e8c02a02-96f7-4b7f-a3ad-24ea89bd2c73,884cbe4f-4385-4302-b09a-71c7bdb46dbb,1dcc0aa3-7df0-4815-ab89-29892d64c043,negotiation,v1,26,0,0,221,"{'oi_01': 0.6083333333333334, 'oi_sum': 1.3000000000000003, 'sdi_01': 0.6333333333333333, 'sri_01': 0.3166666666666667, 'sdi_sum': 3.8, 'sri_sum': 1.9000000000000001, 'rt_sd_ms': 4350.193451637141, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 20620.666666666668, 'final_score': 63, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.3166666666666667, 'strategic_depth_01': 0.6333333333333333, 'negotiation_skill_01': 0.6345833333333334, 'cooperative_orientation_01': 0.6083333333333334}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-17T17:19:03.850821+00:00,2026-03-17T17:19:03.818+00:00
d6eb604e-b7b4-4c99-9e29-9c486597e0d7,da3a1706-01f7-42a7-ba90-5ced0dcd2edf,dc5e1d44-459a-43dd-940e-00786d4f84ca,triage,v1,26,6,0,49,"{'accuracy': 0.25, 'score_total': 2, 'turns_total': 8, 'strategy_entropy': 0.9743147528693494, 'switch_after_win_rate': 0.5, 'decision_latency_sd_ms': 1427.24056937054, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 5933.25}",{'planning_prioritization': 0.22262809857141702},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T17:49:39.114769+00:00,2026-03-17T17:49:39.083+00:00
0d3aa3ad-d446-4562-9c6f-26372ff8ed04,8ea3309c-b178-487c-85a3-40b5d6d7ead2,dc5e1d44-459a-43dd-940e-00786d4f84ca,gonogo,v1,62,42,0,77,"{'rt_trend': 1.322234074977141, 'miss_rate': 0.7555555555555555, 'mean_rt_go': 185.36363636363637, 'final_score': 40, 'go_accuracy': 0.24444444444444444, 'data_quality': 'ok', 'fatigue_drop': -0.233201581027668, 'nogo_accuracy': 0.4666666666666667, 'rt_variability': 97.36351752815088, 'false_alarm_rate': 0.5333333333333333, 'post_error_slowing': 134.79166666666669, 'inhibition_index_01': 0.4666666666666667, 'impulsivity_index_01': 0.5333333333333333}",{'self_control_inhibition': 0.4666666666666667},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 11}",2026-03-17T17:51:24.901642+00:00,2026-03-17T17:51:24.878+00:00
a471f8ef-2db0-455d-af62-e843ac96a610,f861f72f-ce26-4033-b67e-707da5204bfd,dc5e1d44-459a-43dd-940e-00786d4f84ca,negotiation,v1,26,0,0,376,"{'oi_01': 0.6333333333333333, 'oi_sum': 1.5999999999999999, 'sdi_01': 0.6166666666666667, 'sri_01': 0.20000000000000004, 'sdi_sum': 3.7, 'sri_sum': 1.2000000000000002, 'rt_sd_ms': 16869.432600614244, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 37852.333333333336, 'final_score': 66, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.20000000000000004, 'strategic_depth_01': 0.6166666666666667, 'negotiation_skill_01': 0.6591666666666667, 'cooperative_orientation_01': 0.6333333333333333}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-17T17:58:19.373698+00:00,2026-03-17T17:58:19.346+00:00
850fb0e1-d888-43a8-a190-f02e1dfd0f16,d0000ebe-a8cb-433e-9f7b-695d065f8cba,515b2474-5968-4564-b620-60a42ecfaef8,triage,v1,26,5,0,10,"{'accuracy': 0.375, 'score_total': 3, 'turns_total': 8, 'strategy_entropy': 0.7356219397587946, 'switch_after_win_rate': 0.6666666666666666, 'decision_latency_sd_ms': 1621.3041432747898, 'switch_after_loss_rate': 0.25, 'decision_latency_mean_ms': 1117.375}",{'planning_prioritization': 0.3660816108928442},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T18:41:53.329856+00:00,2026-03-17T18:41:53.303+00:00
83031b83-f47c-4e4a-9985-3f7b13469d7c,b41075ea-eb02-4b9f-877f-9b2c243a6453,f95a6826-5019-47cb-bb49-878a0e2bef42,triage,v1,26,3,0,77,"{'accuracy': 0.625, 'score_total': 5, 'turns_total': 8, 'strategy_entropy': 0.9002560512685369, 'switch_after_win_rate': 0.4, 'decision_latency_sd_ms': 3860.8268336310703, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 8697.875}",{'planning_prioritization': 0.5361103256254393},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T20:59:35.332723+00:00,2026-03-17T20:59:35.306+00:00
5c06bd66-61b6-4fdd-b386-d5ea101b7bf2,202c54a1-9239-4e9d-bf16-54a9a5b9c879,f95a6826-5019-47cb-bb49-878a0e2bef42,gonogo,v1,62,32,0,82,"{'rt_trend': 0.6900064178967635, 'miss_rate': 0.5777777777777777, 'mean_rt_go': 238, 'final_score': 54, 'go_accuracy': 0.4222222222222222, 'data_quality': 'ok', 'fatigue_drop': 0.13, 'nogo_accuracy': 0.6, 'rt_variability': 91.40933577412466, 'false_alarm_rate': 0.4, 'post_error_slowing': 48.133333333333354, 'inhibition_index_01': 0.6, 'impulsivity_index_01': 0.4}",{'self_control_inhibition': 0.6},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 19}",2026-03-17T21:01:50.320404+00:00,2026-03-17T21:01:50.25+00:00
2945f415-daef-4e4e-a1b2-df601b1cea90,caf93108-eca4-40ce-a60f-7511ea26b624,f95a6826-5019-47cb-bb49-878a0e2bef42,negotiation,v1,26,0,0,218,"{'oi_01': 0.7166666666666667, 'oi_sum': 2.5999999999999996, 'sdi_01': 0.7999999999999999, 'sri_01': 0.11666666666666665, 'sdi_sum': 4.8, 'sri_sum': 0.7, 'rt_sd_ms': 3515.476947252914, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 20166.166666666668, 'final_score': 79, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.11666666666666665, 'strategic_depth_01': 0.7999999999999999, 'negotiation_skill_01': 0.7875, 'cooperative_orientation_01': 0.7166666666666667}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-17T21:05:41.469226+00:00,2026-03-17T21:05:41.445+00:00
86106b0f-4568-4a39-b6fc-0f9c1a102d76,47b56740-1ef8-4f31-8444-50b186848c4f,97a4a651-b33c-4978-871e-1e91aaf2bdf0,triage,v1,26,3,0,53,"{'accuracy': 0.625, 'score_total': 5, 'turns_total': 8, 'strategy_entropy': 0.9002560512685369, 'switch_after_win_rate': 0.75, 'decision_latency_sd_ms': 1787.920734700347, 'switch_after_loss_rate': 0.3333333333333333, 'decision_latency_mean_ms': 6207.625}",{'planning_prioritization': 0.5361103256254393},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T21:11:35.691528+00:00,2026-03-17T21:11:35.663+00:00
bcbb7534-8953-44f7-ba55-fda77568321b,cacb7eaf-be7b-4857-bb65-2126f9f4588e,6e9e603a-4bc0-4990-bdc8-428c3af32760,triage,v1,26,4,0,109,"{'accuracy': 0.5, 'score_total': 4, 'turns_total': 8, 'strategy_entropy': 0.9002560512685369, 'switch_after_win_rate': 0.3333333333333333, 'decision_latency_sd_ms': 7242.530832322556, 'switch_after_loss_rate': 0.5, 'decision_latency_mean_ms': 13363.5}",{'planning_prioritization': 0.4361103256254393},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-17T21:13:17.11247+00:00,2026-03-17T21:13:17.069+00:00
e582f98c-e9ae-42ed-83b8-b34c76824d61,7e9464f7-6777-40f3-9b6c-d0bbc04d3d08,97a4a651-b33c-4978-871e-1e91aaf2bdf0,gonogo,v1,62,45,0,86,"{'rt_trend': None, 'miss_rate': 1, 'mean_rt_go': None, 'final_score': 65, 'go_accuracy': 0, 'data_quality': 'warn', 'fatigue_drop': 0, 'nogo_accuracy': 1, 'rt_variability': None, 'false_alarm_rate': 0, 'post_error_slowing': None, 'inhibition_index_01': 1, 'impulsivity_index_01': 0}",{'self_control_inhibition': 1},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 0}",2026-03-17T21:13:35.639702+00:00,2026-03-17T21:13:35.594+00:00
e78d4a2d-406d-4e6f-ab88-2f75f6b7c2b3,1b268378-07c3-4076-9763-71fe6469e710,6e9e603a-4bc0-4990-bdc8-428c3af32760,gonogo,v1,62,43,0,84,"{'rt_trend': None, 'miss_rate': 0.9555555555555556, 'mean_rt_go': 200, 'final_score': 62, 'go_accuracy': 0.044444444444444446, 'data_quality': 'warn', 'fatigue_drop': -0.08333333333333333, 'nogo_accuracy': 1, 'rt_variability': 108.89444430272832, 'false_alarm_rate': 0, 'post_error_slowing': None, 'inhibition_index_01': 1, 'impulsivity_index_01': 0}",{'self_control_inhibition': 1},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 2}",2026-03-17T21:16:03.356959+00:00,2026-03-17T21:16:03.327+00:00
d26e29e7-7f37-43f3-b729-4fa4db244479,2d98df34-0644-42bc-a11b-3d31e03a9470,97a4a651-b33c-4978-871e-1e91aaf2bdf0,gonogo,v1,62,45,0,85,"{'rt_trend': None, 'miss_rate': 1, 'mean_rt_go': None, 'final_score': 65, 'go_accuracy': 0, 'data_quality': 'warn', 'fatigue_drop': 0, 'nogo_accuracy': 1, 'rt_variability': None, 'false_alarm_rate': 0, 'post_error_slowing': None, 'inhibition_index_01': 1, 'impulsivity_index_01': 0}",{'self_control_inhibition': 1},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 0}",2026-03-17T21:16:18.544185+00:00,2026-03-17T21:16:18.515+00:00
1fbb9f9a-f7e9-4c54-8db9-ef213fda1487,b1a1111a-c5c1-40a3-a94c-39a3a133c448,6e9e603a-4bc0-4990-bdc8-428c3af32760,negotiation,v1,26,0,0,258,"{'oi_01': 0.6083333333333333, 'oi_sum': 1.3, 'sdi_01': 0.6, 'sri_01': 0.25, 'sdi_sum': 3.5999999999999996, 'sri_sum': 1.5, 'rt_sd_ms': 8089.573165501379, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 25901, 'final_score': 63, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.25, 'strategic_depth_01': 0.6, 'negotiation_skill_01': 0.6329166666666667, 'cooperative_orientation_01': 0.6083333333333333}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-17T21:20:36.011623+00:00,2026-03-17T21:20:35.96+00:00
c4e52a07-3b22-4d4a-a42a-c7334bb57a99,2a915caa-4505-437b-8ffc-be0599e8eeb4,97a4a651-b33c-4978-871e-1e91aaf2bdf0,negotiation,v1,26,0,0,383,"{'oi_01': 0.725, 'oi_sum': 2.6999999999999997, 'sdi_01': 0.6833333333333332, 'sri_01': 0.15, 'sdi_sum': 4.1, 'sri_sum': 0.8999999999999999, 'rt_sd_ms': 12066.643191045305, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 30262.5, 'final_score': 73, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.15, 'strategic_depth_01': 0.6833333333333332, 'negotiation_skill_01': 0.73125, 'cooperative_orientation_01': 0.725}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-17T21:22:55.078715+00:00,2026-03-17T21:22:55.034+00:00
ed5d848e-bb26-4afe-a291-736536840bcf,558244a6-fef8-431a-b686-c15b117e806b,8c617733-c96e-459a-939f-e2c29142e61c,triage,v1,26,4,0,97,"{'accuracy': 0.5, 'score_total': 4, 'turns_total': 8, 'strategy_entropy': 1.0821955300387671, 'switch_after_win_rate': 0.75, 'decision_latency_sd_ms': 6215.315806250603, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 11573.5}",{'planning_prioritization': 0.40298863553569847},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-18T05:38:08.086104+00:00,2026-03-18T05:38:08.065+00:00
e7780273-364c-45e8-b9b8-c2126b7b6140,7166680b-6c2f-45a9-9fda-3086f80ac131,f408cc35-6cb1-4269-b37f-3d793a1b2249,triage,v1,26,2,0,24,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 0.9743147528693494, 'switch_after_win_rate': 0.4, 'decision_latency_sd_ms': 1481.7277559852696, 'switch_after_loss_rate': 0, 'decision_latency_mean_ms': 3868.5}",{'planning_prioritization': 0.6226280985714171},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-18T07:54:33.847976+00:00,2026-03-18T07:54:33.826+00:00
6c9d3e29-65d4-4972-b216-31d204ae0951,3dd3b0b5-b47f-4a73-b79e-840e9d1714fc,f408cc35-6cb1-4269-b37f-3d793a1b2249,gonogo,v1,62,41,0,69,"{'rt_trend': -5.183925811437405, 'miss_rate': 0.8888888888888888, 'mean_rt_go': 44.4, 'final_score': 63, 'go_accuracy': 0.1111111111111111, 'data_quality': 'warn', 'fatigue_drop': -0.21739130434782608, 'nogo_accuracy': 0.9333333333333333, 'rt_variability': 44.15087768097029, 'false_alarm_rate': 0.06666666666666667, 'post_error_slowing': -47, 'inhibition_index_01': 0.9333333333333333, 'impulsivity_index_01': 0.06666666666666667}",{'self_control_inhibition': 0.9333333333333333},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 5}",2026-03-18T07:56:09.899571+00:00,2026-03-18T07:56:09.871+00:00
0a4911de-23e7-4270-a68f-87ad552ea764,50457e0e-0b4e-4c7e-9c10-c69091124c93,f408cc35-6cb1-4269-b37f-3d793a1b2249,negotiation,v1,26,0,0,126,"{'oi_01': 0.5833333333333334, 'oi_sum': 1, 'sdi_01': 0.6333333333333333, 'sri_01': 0.3, 'sdi_sum': 3.8, 'sri_sum': 1.8, 'rt_sd_ms': 3924.6671578619253, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 13161.5, 'final_score': 63, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.3, 'strategic_depth_01': 0.6333333333333333, 'negotiation_skill_01': 0.6291666666666667, 'cooperative_orientation_01': 0.5833333333333334}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-18T07:58:39.284818+00:00,2026-03-18T07:58:39.254+00:00
dd9edd1a-f190-4377-936a-f7a58f8e3c56,9079bcfc-93d8-484f-9b4d-4b66bf5eff0a,1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,gonogo,v1,62,30,0,81,"{'rt_trend': -0.11402656300615484, 'miss_rate': 0.6444444444444445, 'mean_rt_go': 285.25, 'final_score': 73, 'go_accuracy': 0.35555555555555557, 'data_quality': 'ok', 'fatigue_drop': -0.10000000000000003, 'nogo_accuracy': 0.9333333333333333, 'rt_variability': 15.36012152729702, 'false_alarm_rate': 0.06666666666666667, 'post_error_slowing': -12, 'inhibition_index_01': 0.9333333333333333, 'impulsivity_index_01': 0.06666666666666667}",{'self_control_inhibition': 0.9333333333333333},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 16}",2026-03-18T08:02:03.74692+00:00,2026-03-18T08:02:03.711+00:00
d62194b7-d2d2-4f12-b295-4ea148c787b0,2cd27027-91f2-46aa-a5d7-b622b7f03b5d,1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,negotiation,v1,26,0,0,181,"{'oi_01': 0.7166666666666667, 'oi_sum': 2.5999999999999996, 'sdi_01': 0.7999999999999999, 'sri_01': 0.11666666666666665, 'sdi_sum': 4.8, 'sri_sum': 0.7, 'rt_sd_ms': 10280.847585032407, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 19495.333333333332, 'final_score': 79, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.11666666666666665, 'strategic_depth_01': 0.7999999999999999, 'negotiation_skill_01': 0.7875, 'cooperative_orientation_01': 0.7166666666666667}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-18T08:05:16.452147+00:00,2026-03-18T08:05:16.389+00:00
c107c203-3734-4d11-b1bb-cec9f65fe13f,bcb1d8c5-9c5d-48af-9fbf-f6a648eff853,feb5467d-a7f9-4765-ad88-81cfb571fefb,triage,v1,26,5,0,66,"{'accuracy': 0.375, 'score_total': 3, 'turns_total': 8, 'strategy_entropy': 1.0397207708399179, 'switch_after_win_rate': 1, 'decision_latency_sd_ms': 4824.981123205117, 'switch_after_loss_rate': 0.6, 'decision_latency_mean_ms': 7412.375}",{'planning_prioritization': 0.3107210739285628},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-18T09:49:49.44508+00:00,2026-03-18T09:49:49.404+00:00
