id,profile_id,step,responses,created_at,updated_at,instrument_version,completion_seconds
8fb8f7f7-31ab-4f35-bd14-3b30688d3fce,1ac56240-ef90-4360-a0d1-585b60886757,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Economia', 'education_level': 'laurea_triennale'}",2026-03-14T12:03:44.665849+00:00,2026-03-14T12:03:44.398+00:00,v1,
00df294a-22c5-434e-9b62-aad34b0ce003,1ac56240-ef90-4360-a0d1-585b60886757,competenze,"{'sector': 'Vendite', 'role_type': 'commerciale', 'years_experience': '3-5'}",2026-03-14T12:04:03.201904+00:00,2026-03-14T12:04:02.963+00:00,v1,
d428ee49-2810-4a00-b7d3-ca1c2b715f8e,1ac56240-ef90-4360-a0d1-585b60886757,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'pmI', 'main_motivation': 'guadagno', 'job_satisfaction': '3', 'desired_seniority': 'senior'}",2026-03-14T12:04:32.700732+00:00,2026-03-14T12:04:32.621+00:00,v1,
8bf67e58-a054-4244-80ba-942ca4b036b4,3c50cad0-42f0-4118-b406-28e65e0caf2d,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Economia', 'education_level': 'laurea_triennale'}",2026-03-14T16:39:09.338493+00:00,2026-03-14T16:39:09.044+00:00,v1,
a67e81e5-e587-4312-80fd-ee9e70f230f7,3c50cad0-42f0-4118-b406-28e65e0caf2d,competenze,"{'sector': 'Vendita', 'role_type': 'servizio_clienti', 'years_experience': '3-5'}",2026-03-14T16:39:41.785053+00:00,2026-03-14T16:39:41.505+00:00,v1,
20a62520-f80f-4113-989e-64b76ccbb4ae,3c50cad0-42f0-4118-b406-28e65e0caf2d,preferenze,"{'work_mode': 'remoto', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'guadagno', 'job_satisfaction': '1', 'desired_seniority': 'senior'}",2026-03-14T16:40:34.848937+00:00,2026-03-14T16:40:34.513+00:00,v1,
88eb43de-8fd5-49c1-8260-fbe2e56e14be,125816e2-8d79-4b3f-a747-521bdfad992d,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Sociologia, risorse umane, criminologia', 'education_level': 'laurea_triennale'}",2026-03-15T14:54:19.030085+00:00,2026-03-15T14:54:18.776+00:00,v1,
e87ee86c-f46d-42ef-81a7-5549b8a5fa20,125816e2-8d79-4b3f-a747-521bdfad992d,competenze,"{'sector': 'Receptionist', 'role_type': 'servizio_clienti', 'years_experience': '3-5'}",2026-03-15T14:55:16.756083+00:00,2026-03-15T14:55:16.41+00:00,v1,
0cfc0399-eb75-4a36-8e30-fa177b410f71,125816e2-8d79-4b3f-a747-521bdfad992d,preferenze,"{'work_mode': 'presenza', 'target_role': 'receptionist', 'company_size': 'grande_impresa', 'main_motivation': 'relazioni', 'job_satisfaction': '4', 'desired_seniority': 'junior'}",2026-03-15T14:55:58.419415+00:00,2026-03-15T14:55:58.137+00:00,v1,
6df642e3-3047-49da-ac86-218732680dc9,8d187915-8137-477f-814a-c8ca56668885,profilo,"{'gender': 'uomo', 'age_group': '35-44', 'field_of_study': 'Sociologia', 'education_level': 'laurea_magistrale'}",2026-03-16T15:05:33.864447+00:00,2026-03-16T15:05:33.558+00:00,v1,
4e4be83c-7e9a-4bd4-860b-f1edae86a222,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,profilo,"{'gender': 'uomo', 'age_group': '35-44', 'field_of_study': 'Sociologia', 'education_level': 'laurea_magistrale'}",2026-03-16T15:09:18.689542+00:00,2026-03-16T15:09:18.596+00:00,v1,
48121030-792c-4411-a8be-0a2ef514309a,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,competenze,"{'sector': 'Commercio', 'role_type': 'commerciale', 'years_experience': '10+'}",2026-03-16T15:11:17.634122+00:00,2026-03-16T15:11:17.165+00:00,v1,
145c9605-02a5-4a0f-95c9-961bdc5befe4,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,preferenze,"{'work_mode': 'ibrido', 'target_role': 'sales_ops', 'company_size': 'pmI', 'main_motivation': 'stabilita', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-16T15:12:28.743179+00:00,2026-03-16T15:12:28.421+00:00,v1,
ebb03f64-2219-410a-9873-2a09f92a6011,3125642c-91c9-4248-95c6-6d51ca9b18b2,profilo,"{'gender': 'uomo', 'age_group': '35-44', 'field_of_study': 'Scienze politiche', 'education_level': 'laurea_magistrale'}",2026-03-16T15:33:10.346351+00:00,2026-03-16T15:33:10.197+00:00,v1,
02b3be0e-5c12-4a8e-939e-052369cd087a,3125642c-91c9-4248-95c6-6d51ca9b18b2,competenze,"{'sector': 'Amministrazione', 'role_type': 'organizzativo', 'years_experience': '3-5'}",2026-03-16T15:33:35.975545+00:00,2026-03-16T15:33:35.705+00:00,v1,
131df1f3-c452-4f6c-9e4a-ab7f5ec3a092,3125642c-91c9-4248-95c6-6d51ca9b18b2,preferenze,"{'work_mode': 'remoto', 'target_role': 'sales_ops', 'company_size': 'startup', 'main_motivation': 'guadagno', 'job_satisfaction': '4', 'desired_seniority': 'senior'}",2026-03-16T15:34:08.456272+00:00,2026-03-16T15:34:08.174+00:00,v1,
c434f630-c764-4876-9c48-714d8f922e1b,e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Sociologia', 'education_level': 'laurea_magistrale'}",2026-03-16T16:07:45.082097+00:00,2026-03-16T16:07:44.283+00:00,v1,
576a6b88-8868-4b15-af20-ae788eedc3af,e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,competenze,"{'sector': 'Front-office', 'role_type': 'servizio_clienti', 'years_experience': '1-2'}",2026-03-16T16:14:59.097278+00:00,2026-03-16T16:14:58.684+00:00,v1,
e1f45e67-6f23-48ac-bee0-e7c085852188,8c35a76c-2545-4794-82e1-958d44734e08,profilo,"{'gender': 'donna', 'age_group': '18-24', 'field_of_study': 'Psicologia', 'education_level': 'laurea_triennale'}",2026-03-19T15:38:51.572096+00:00,2026-03-19T15:38:51.471+00:00,v1,
87d7440f-0adf-46e1-86c1-3c8737040cc5,e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,preferenze,"{'work_mode': 'presenza', 'target_role': 'receptionist', 'company_size': 'grande_impresa', 'main_motivation': 'relazioni', 'job_satisfaction': '2', 'desired_seniority': 'mid'}",2026-03-16T16:16:15.266251+00:00,2026-03-16T16:16:15.112+00:00,v1,
9e3334e9-ce3f-4572-9ee8-b1e97cb345ad,4983dc33-eb5d-46e1-92d4-2fa383334b78,profilo,"{'gender': 'uomo', 'age_group': '35-44', 'field_of_study': 'Informatica', 'education_level': 'diploma'}",2026-03-16T16:20:48.612523+00:00,2026-03-16T16:20:48.362+00:00,v1,
ce32f5ea-6076-4b63-9ca2-b52cbafa8866,4983dc33-eb5d-46e1-92d4-2fa383334b78,competenze,"{'sector': 'Informatica', 'role_type': 'tecnico', 'years_experience': '10+'}",2026-03-16T16:21:05.643523+00:00,2026-03-16T16:21:05.326+00:00,v1,
a0bf360b-a035-48dd-a59b-0032be794272,4983dc33-eb5d-46e1-92d4-2fa383334b78,preferenze,"{'work_mode': 'ibrido', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'stabilita', 'job_satisfaction': '3', 'desired_seniority': 'senior'}",2026-03-16T16:21:41.119161+00:00,2026-03-16T16:21:41.022+00:00,v1,
ef4a5ee2-b423-49ed-9329-eaf0e7df34fc,2793726b-3a52-4497-bb98-7ae0368d25e2,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Sociologia', 'education_level': 'laurea_magistrale'}",2026-03-16T16:43:07.763338+00:00,2026-03-16T16:43:07.559+00:00,v1,
8c1433bd-e912-4dd5-aa7d-ce35462f10fb,2793726b-3a52-4497-bb98-7ae0368d25e2,competenze,"{'sector': 'Front-office', 'role_type': 'servizio_clienti', 'years_experience': '1-2'}",2026-03-16T16:43:52.369083+00:00,2026-03-16T16:43:52.162+00:00,v1,
5deb813f-7e21-41ea-9316-de7fd1805122,2793726b-3a52-4497-bb98-7ae0368d25e2,preferenze,"{'work_mode': 'presenza', 'target_role': 'receptionist', 'company_size': 'pmI', 'main_motivation': 'relazioni', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-16T16:45:08.441052+00:00,2026-03-16T16:45:08.115+00:00,v1,
a650d15c-74d8-4b03-bef2-678dd160c7ca,3b5e7f26-d667-4679-84c5-8cb8f9e11ed1,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Sociologia - Filosofia', 'education_level': 'master'}",2026-03-16T17:03:39.911948+00:00,2026-03-16T17:03:39.619+00:00,v1,
e6b9b0d4-8443-4f1e-92d3-caf73e6277f6,3b5e7f26-d667-4679-84c5-8cb8f9e11ed1,competenze,"{'sector': 'Accoglienza - Sportello', 'role_type': 'servizio_clienti', 'years_experience': '3-5'}",2026-03-16T17:04:55.340363+00:00,2026-03-16T17:04:55.067+00:00,v1,
cf98c2f5-95c2-4ef1-ac3e-03f19a5111e2,3b5e7f26-d667-4679-84c5-8cb8f9e11ed1,preferenze,"{'work_mode': 'presenza', 'target_role': 'receptionist', 'company_size': 'pmI', 'main_motivation': 'relazioni', 'job_satisfaction': '5', 'desired_seniority': 'mid'}",2026-03-16T17:05:35.301938+00:00,2026-03-16T17:05:35.143+00:00,v1,
2e1d5c92-6924-46c4-be03-4acb8ac99a03,9c3365b6-0abe-45e9-8535-ddbea708e029,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Psicologia ', 'education_level': 'laurea_magistrale'}",2026-03-16T21:06:08.74136+00:00,2026-03-16T21:10:39.851765+00:00,v1,
8de79a12-77dd-4166-8061-c5381314a820,9c3365b6-0abe-45e9-8535-ddbea708e029,competenze,"{'sector': 'Supporto ', 'role_type': 'servizio_clienti', 'years_experience': '1-2'}",2026-03-16T21:07:06.66948+00:00,2026-03-16T21:10:43.174021+00:00,v1,
8bbf901c-8b5f-40f5-9822-15c6337e5145,9c3365b6-0abe-45e9-8535-ddbea708e029,preferenze,"{'work_mode': 'ibrido', 'target_role': 'receptionist', 'company_size': 'grande_impresa', 'main_motivation': 'crescita', 'job_satisfaction': '5', 'desired_seniority': 'mid'}",2026-03-16T21:11:09.063982+00:00,2026-03-16T21:11:08.971+00:00,v1,
ac60fc6b-4a76-458d-8b61-cfe5921f5475,093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,profilo,"{'gender': 'donna', 'age_group': '45+', 'field_of_study': 'Economia', 'education_level': 'laurea_triennale'}",2026-03-17T13:32:40.87295+00:00,2026-03-17T13:32:40.607+00:00,v1,
fb754721-085c-4b04-99e9-df2e2ebfb04f,093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,competenze,"{'sector': 'Amministrazione ', 'role_type': 'organizzativo', 'years_experience': '10+'}",2026-03-17T13:33:07.077315+00:00,2026-03-17T13:35:32.712738+00:00,v1,
03c3e7b1-7fa8-468a-8108-412a2ddda943,093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,preferenze,"{'work_mode': 'remoto', 'target_role': 'receptionist', 'company_size': 'startup', 'main_motivation': 'stabilita', 'job_satisfaction': '3', 'desired_seniority': 'senior'}",2026-03-17T13:36:47.759907+00:00,2026-03-17T13:36:47.634+00:00,v1,
1e7703f3-6691-457d-8dec-5a70ffdd100a,7171a598-3f14-458f-a789-adf146404838,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Informati ', 'education_level': 'diploma'}",2026-03-17T14:02:20.865855+00:00,2026-03-17T14:02:20.531+00:00,v1,
53ddc485-a576-4827-81d6-f931860953ee,7171a598-3f14-458f-a789-adf146404838,competenze,"{'sector': 'Amministrazione ', 'role_type': 'organizzativo', 'years_experience': '3-5'}",2026-03-17T14:02:43.859029+00:00,2026-03-17T14:02:43.615+00:00,v1,
7abe1d6f-75b1-4a13-981e-a5c9cd3406dc,7171a598-3f14-458f-a789-adf146404838,preferenze,"{'work_mode': 'presenza', 'target_role': 'receptionist', 'company_size': 'startup', 'main_motivation': 'crescita', 'job_satisfaction': '3', 'desired_seniority': 'junior'}",2026-03-17T14:03:17.718419+00:00,2026-03-17T14:03:17.352+00:00,v1,
7dd48735-6198-4761-88cd-219d80c7767d,1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Informatica', 'education_level': 'laurea_triennale'}",2026-03-17T15:53:11.641846+00:00,2026-03-17T15:53:11.358+00:00,v1,
8aaccb8f-2206-4e7b-a12a-6f22b2671bf1,1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,competenze,"{'sector': 'Tecnologia', 'role_type': 'tecnico', 'years_experience': '3-5'}",2026-03-17T15:53:35.054587+00:00,2026-03-17T15:53:34.722+00:00,v1,
099691e5-2a49-4add-9107-2dc607267e3c,1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,preferenze,"{'work_mode': 'ibrido', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'crescita', 'job_satisfaction': '3', 'desired_seniority': 'senior'}",2026-03-17T16:30:40.697371+00:00,2026-03-17T16:30:40.282+00:00,v1,
7b3fb431-4a92-4a3a-b8cd-df6994267d63,1dcc0aa3-7df0-4815-ab89-29892d64c043,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Ingegneria ', 'education_level': 'laurea_magistrale'}",2026-03-17T17:06:12.535408+00:00,2026-03-17T17:06:12.209+00:00,v1,
477b29be-a5f7-4cc2-8111-d9c9598f6f6f,1dcc0aa3-7df0-4815-ab89-29892d64c043,competenze,"{'sector': 'Consulenza tecnica', 'role_type': 'organizzativo', 'years_experience': '1-2'}",2026-03-17T17:06:54.803357+00:00,2026-03-17T17:06:54.552+00:00,v1,
be49a3a2-09be-412d-906b-4cd2ce55147e,1dcc0aa3-7df0-4815-ab89-29892d64c043,preferenze,"{'work_mode': 'presenza', 'target_role': 'developer', 'company_size': 'pmI', 'main_motivation': 'impatto', 'job_satisfaction': '1', 'desired_seniority': 'senior'}",2026-03-17T17:07:37.393181+00:00,2026-03-17T17:07:37.085+00:00,v1,
a0336e63-4c03-4d6c-b903-68c7183e028d,dc5e1d44-459a-43dd-940e-00786d4f84ca,profilo,"{'gender': 'donna', 'age_group': '45+', 'field_of_study': 'Alberghiero ', 'education_level': 'diploma'}",2026-03-17T17:42:42.013826+00:00,2026-03-17T17:42:41.734+00:00,v1,
e3533cb8-f0fe-45aa-b241-a619bd4346ea,dc5e1d44-459a-43dd-940e-00786d4f84ca,competenze,"{'sector': 'Marketing ', 'role_type': 'organizzativo', 'years_experience': '10+'}",2026-03-17T17:43:22.537471+00:00,2026-03-17T17:43:22.324+00:00,v1,
8d29b2a4-549b-4861-b78f-39e816eaf25e,dc5e1d44-459a-43dd-940e-00786d4f84ca,preferenze,"{'work_mode': 'remoto', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'relazioni', 'job_satisfaction': '5', 'desired_seniority': 'senior'}",2026-03-17T17:44:21.103154+00:00,2026-03-17T17:44:20.807+00:00,v1,
1070d5d7-2f74-4744-bf40-91f0f6f9ed96,515b2474-5968-4564-b620-60a42ecfaef8,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Ingegneria', 'education_level': 'laurea_triennale'}",2026-03-17T18:39:56.953559+00:00,2026-03-17T18:39:56.701+00:00,v1,
14cb1f1d-1cd6-47e0-ada2-f8fa3bbb4452,515b2474-5968-4564-b620-60a42ecfaef8,competenze,"{'sector': 'Settore elettrico ', 'role_type': 'tecnico', 'years_experience': '1-2'}",2026-03-17T18:40:14.575341+00:00,2026-03-17T18:40:14.469+00:00,v1,
6e14ef88-26af-469d-baf6-04984489cb12,515b2474-5968-4564-b620-60a42ecfaef8,preferenze,"{'work_mode': 'ibrido', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'crescita', 'job_satisfaction': '1', 'desired_seniority': 'junior'}",2026-03-17T18:40:41.522249+00:00,2026-03-17T18:40:41.268+00:00,v1,
86243c54-f5eb-4140-bd44-b8d3928a8542,8c617733-c96e-459a-939f-e2c29142e61c,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'tourismo', 'education_level': 'laurea_magistrale'}",2026-03-17T19:49:05.614234+00:00,2026-03-17T19:49:05.199+00:00,v1,
fac10ade-e4c8-4920-bc9f-5a8027375c9e,8c617733-c96e-459a-939f-e2c29142e61c,competenze,"{'sector': 'tourismo', 'role_type': 'servizio_clienti', 'years_experience': '6-10'}",2026-03-17T19:49:31.372055+00:00,2026-03-17T19:49:31.103+00:00,v1,
02c6f178-2aae-48f5-aa7c-59e801842000,8c617733-c96e-459a-939f-e2c29142e61c,preferenze,"{'work_mode': 'presenza', 'target_role': 'receptionist', 'company_size': 'pmI', 'main_motivation': 'impatto', 'job_satisfaction': '4', 'desired_seniority': 'mid'}",2026-03-17T19:50:43.415915+00:00,2026-03-17T19:50:43.059+00:00,v1,
67db1366-99c8-450b-b316-233e0579e142,ea64ca73-3be8-44d5-b6a4-f3e64aca8dc1,competenze,"{'sector': 'Vendite', 'role_type': 'commerciale', 'years_experience': '10+'}",2026-03-22T13:20:29.231457+00:00,2026-03-22T13:20:29.13+00:00,v1,
f70abf89-3303-403a-a675-9ef78a61b73e,c2401a0c-49b7-47f8-9a15-3203fd92c4b6,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Ingegneria Industriale', 'education_level': 'laurea_triennale'}",2026-03-17T20:22:38.934495+00:00,2026-03-17T20:22:38.661+00:00,v1,
fb827f89-bcf9-4ed8-81b1-31660bc252a3,c2401a0c-49b7-47f8-9a15-3203fd92c4b6,competenze,"{'sector': 'Logistica', 'role_type': 'organizzativo', 'years_experience': '3-5'}",2026-03-17T20:23:27.233459+00:00,2026-03-17T20:23:26.939+00:00,v1,
ab11d082-2151-45ee-abd4-15a3fd6b8641,c2401a0c-49b7-47f8-9a15-3203fd92c4b6,preferenze,"{'work_mode': 'presenza', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'crescita', 'job_satisfaction': '2', 'desired_seniority': 'mid'}",2026-03-17T20:24:47.136699+00:00,2026-03-17T20:24:47.024+00:00,v1,
5bc54d1b-ae0f-4747-aa47-60c5b9674de0,f95a6826-5019-47cb-bb49-878a0e2bef42,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Economico linguistico ', 'education_level': 'diploma'}",2026-03-17T20:53:15.654932+00:00,2026-03-17T20:53:15.427+00:00,v1,
deaf23c8-44df-4cd4-8f56-8ff78ccf2a0f,f95a6826-5019-47cb-bb49-878a0e2bef42,competenze,"{'sector': 'Operaia', 'role_type': 'altro', 'years_experience': '10+'}",2026-03-17T20:53:41.486491+00:00,2026-03-17T20:53:41.226+00:00,v1,
cbe041ae-a306-4d47-8d95-8e68811e15d4,f95a6826-5019-47cb-bb49-878a0e2bef42,preferenze,"{'work_mode': 'presenza', 'target_role': 'developer', 'company_size': 'pmI', 'main_motivation': 'guadagno', 'job_satisfaction': '1', 'desired_seniority': 'senior'}",2026-03-17T20:54:38.027515+00:00,2026-03-17T20:54:37.693+00:00,v1,
056ed769-0847-440c-8362-3edafc783852,6e9e603a-4bc0-4990-bdc8-428c3af32760,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Informatica', 'education_level': 'laurea_triennale'}",2026-03-17T21:04:09.038494+00:00,2026-03-17T21:04:08.962+00:00,v1,
fc80b36d-a436-48ca-90e7-9f08ddcd92ac,97a4a651-b33c-4978-871e-1e91aaf2bdf0,profilo,"{'gender': 'donna', 'age_group': '45+', 'field_of_study': 'Economia ', 'education_level': 'laurea_triennale'}",2026-03-17T21:04:27.58982+00:00,2026-03-17T21:04:27.509+00:00,v1,
3ecbd44e-4d72-41a8-a04e-2f5876980789,6e9e603a-4bc0-4990-bdc8-428c3af32760,competenze,"{'sector': 'Programmazione', 'role_type': 'tecnico', 'years_experience': '6-10'}",2026-03-17T21:04:33.403038+00:00,2026-03-17T21:04:33.316+00:00,v1,
b3dded3b-327a-4cf6-a40c-73fa6315e7b0,97a4a651-b33c-4978-871e-1e91aaf2bdf0,competenze,"{'sector': 'Commercio ', 'role_type': 'commerciale', 'years_experience': '10+'}",2026-03-17T21:04:53.280029+00:00,2026-03-17T21:04:53.187+00:00,v1,
75a477f0-0cac-43a0-ae3e-89ebc04226a0,6e9e603a-4bc0-4990-bdc8-428c3af32760,preferenze,"{'work_mode': 'remoto', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'guadagno', 'job_satisfaction': '5', 'desired_seniority': 'senior'}",2026-03-17T21:05:29.043946+00:00,2026-03-17T21:05:28.938+00:00,v1,
ae0eff34-f1f2-4f97-8abc-2950191f1a73,97a4a651-b33c-4978-871e-1e91aaf2bdf0,preferenze,"{'work_mode': 'ibrido', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'stabilita', 'job_satisfaction': '4', 'desired_seniority': 'senior'}",2026-03-17T21:06:02.020487+00:00,2026-03-17T21:06:01.924+00:00,v1,
bda58bcc-1aa1-41ef-bdd3-b0d824ec043c,f408cc35-6cb1-4269-b37f-3d793a1b2249,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Informatica', 'education_level': 'laurea_triennale'}",2026-03-18T07:51:17.126926+00:00,2026-03-18T07:51:16.892+00:00,v1,
71aef52b-f0fe-4362-9b9a-14ba93699fcf,f408cc35-6cb1-4269-b37f-3d793a1b2249,competenze,"{'sector': 'IT', 'role_type': 'tecnico', 'years_experience': '3-5'}",2026-03-18T07:51:27.625753+00:00,2026-03-18T07:51:27.396+00:00,v1,
89cc4654-07fa-418d-ad1b-09bbe334990f,f408cc35-6cb1-4269-b37f-3d793a1b2249,preferenze,"{'work_mode': 'remoto', 'target_role': 'developer', 'company_size': 'startup', 'main_motivation': 'crescita', 'job_satisfaction': '4', 'desired_seniority': 'senior'}",2026-03-18T07:51:48.394636+00:00,2026-03-18T07:51:48.327+00:00,v1,
20d3a15d-0e6e-4667-a550-23ee3727e016,feb5467d-a7f9-4765-ad88-81cfb571fefb,profilo,"{'gender': 'uomo', 'age_group': '18-24', 'field_of_study': 'Informatica', 'education_level': 'laurea_triennale'}",2026-03-18T09:45:23.291504+00:00,2026-03-18T09:45:23.047+00:00,v1,
fba7ffd1-3261-424f-b031-2876648ecb28,feb5467d-a7f9-4765-ad88-81cfb571fefb,competenze,"{'sector': 'IT Specialist & System Administrator', 'role_type': 'tecnico', 'years_experience': '3-5'}",2026-03-18T09:45:54.001126+00:00,2026-03-18T09:45:53.64+00:00,v1,
5b15d212-4566-473b-886e-c63c2e0a6174,feb5467d-a7f9-4765-ad88-81cfb571fefb,preferenze,"{'work_mode': 'remoto', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'crescita', 'job_satisfaction': '2', 'desired_seniority': 'mid'}",2026-03-18T09:46:24.664527+00:00,2026-03-18T09:46:24.402+00:00,v1,
630a45a3-d965-40ef-8868-a462dc680d40,be7c2712-f10e-4980-9ae9-532696764a99,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Traduzione ed interpretariato', 'education_level': 'laurea_triennale'}",2026-03-18T15:52:00.524186+00:00,2026-03-18T15:52:00.396+00:00,v1,
79d5502c-55dc-472c-9542-d75d83a32530,be7c2712-f10e-4980-9ae9-532696764a99,competenze,"{'sector': 'Reception/Vendita/Comunicazione', 'role_type': 'servizio_clienti', 'years_experience': '3-5'}",2026-03-18T15:54:08.947094+00:00,2026-03-18T15:54:08.515+00:00,v1,
2a215998-66e8-4f98-afb7-f10fd998c8be,be7c2712-f10e-4980-9ae9-532696764a99,preferenze,"{'work_mode': 'ibrido', 'target_role': 'receptionist', 'company_size': 'pmI', 'main_motivation': 'impatto', 'job_satisfaction': '2', 'desired_seniority': 'senior'}",2026-03-18T15:54:52.078728+00:00,2026-03-18T15:54:51.723+00:00,v1,
5b00fd9d-1f44-45a4-926b-a85f0e8e0a5d,2cb65b7b-4d54-4ae4-958d-ab087ecbc9ac,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Sociologia', 'education_level': 'laurea_triennale'}",2026-03-18T15:35:23.322897+00:00,2026-03-18T16:01:06.755641+00:00,v1,
193e3da3-bd58-4478-a430-ddf375bc1d2d,2cb65b7b-4d54-4ae4-958d-ab087ecbc9ac,competenze,"{'sector': 'Front Office ', 'role_type': 'organizzativo', 'years_experience': '3-5'}",2026-03-18T15:39:55.882435+00:00,2026-03-18T16:01:16.107533+00:00,v1,
6047892c-aca1-4a74-8f82-0827caf72b48,2cb65b7b-4d54-4ae4-958d-ab087ecbc9ac,preferenze,"{'work_mode': 'presenza', 'target_role': 'receptionist', 'company_size': 'grande_impresa', 'main_motivation': 'guadagno', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-18T16:03:11.394909+00:00,2026-03-18T16:03:11.276+00:00,v1,
e9d5ecff-3c88-4d34-9849-528afc1c1e80,8ac09617-93d9-4ca7-b876-099d441e29a9,profilo,"{'gender': 'uomo', 'age_group': '25-34', 'field_of_study': 'Ingegneria, Informatica, Intelligenza Artificiale', 'education_level': 'laurea_triennale'}",2026-03-18T16:47:11.636292+00:00,2026-03-18T16:48:21.058304+00:00,v1,
8e9600d6-d41c-4e76-b9be-353033309e88,8ac09617-93d9-4ca7-b876-099d441e29a9,competenze,"{'sector': 'Tecnologia', 'role_type': 'altro', 'years_experience': '0'}",2026-03-18T16:47:37.445586+00:00,2026-03-18T16:48:23.844608+00:00,v1,
1c622820-3e61-411c-a5ac-8328aadbc3a9,8ac09617-93d9-4ca7-b876-099d441e29a9,preferenze,"{'work_mode': 'ibrido', 'target_role': 'developer', 'company_size': 'startup', 'main_motivation': 'impatto', 'job_satisfaction': '1', 'desired_seniority': 'senior'}",2026-03-18T16:48:50.446851+00:00,2026-03-18T16:48:50.201+00:00,v1,
f4e5a545-bee4-4b6f-b070-5a3bfc2329fb,554a0a5f-7421-4b16-8d30-f0e025f15b57,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Linguistico', 'education_level': 'diploma'}",2026-03-18T16:55:16.049034+00:00,2026-03-18T16:55:15.961+00:00,v1,
4a425918-1ea1-41d5-a890-519b6e0bf43b,554a0a5f-7421-4b16-8d30-f0e025f15b57,competenze,"{'sector': 'Ricevimento ', 'role_type': 'servizio_clienti', 'years_experience': '6-10'}",2026-03-18T16:56:15.723494+00:00,2026-03-18T16:56:15.517+00:00,v1,
89e16cee-12fc-4516-bb48-d4d709320228,edc2c1be-eae8-4a69-819f-5e900a04d41b,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Fisica', 'education_level': 'diploma'}",2026-03-18T16:55:53.860654+00:00,2026-03-18T16:56:55.626195+00:00,v1,
ab3e18b9-b4c5-4b4c-92d2-fa20c3df9188,edc2c1be-eae8-4a69-819f-5e900a04d41b,competenze,"{'sector': 'Reception', 'role_type': 'servizio_clienti', 'years_experience': '1-2'}",2026-03-18T16:57:20.558126+00:00,2026-03-18T16:57:20.45+00:00,v1,
13abfb49-30ce-4bb2-b96e-1bab78943aa9,554a0a5f-7421-4b16-8d30-f0e025f15b57,preferenze,"{'work_mode': 'ibrido', 'target_role': 'receptionist', 'company_size': 'pmI', 'main_motivation': 'crescita', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-18T16:57:53.898555+00:00,2026-03-18T16:57:53.644+00:00,v1,
