user_id,scores,role_scores,suggested_role,confidence,updated_at,created_at
6a87712e-0cdb-4d4f-a686-fb5f5e347f03,"{'D1': 60, 'D2': 65, 'D3': 56, 'D4': 50, 'D5': 50, 'motivation': {'result': 58, 'learning': 50, 'relation': 58, 'result_pct': 0.3493973798810964, 'learning_pct': 0.3012046378285314, 'relation_pct': 0.3493973798810964}}","{'developer': 85, 'sales_ops': 85, 'receptionist': 85}",developer,0,2026-03-20T10:12:58.997+00:00,2026-03-20T10:12:58.301559+00:00
87dacf52-8849-4a79-92c9-6e0812e935cb,"{'D1': 50, 'D2': 70, 'D3': 25, 'D4': 56, 'D5': 38, 'motivation': {'result': 67, 'learning': 67, 'relation': 50, 'result_pct': 0.3641302368857408, 'learning_pct': 0.3641302368857408, 'relation_pct': 0.27173898275055286}}","{'developer': 77, 'sales_ops': 79, 'receptionist': 76}",sales_ops,2,2026-03-20T12:14:54.449+00:00,2026-03-20T12:14:54.595062+00:00
e65cb490-820e-4949-99df-03100b2ab9c4,"{'D1': 100, 'D2': 80, 'D3': 31, 'D4': 75, 'D5': 50, 'motivation': {'result': 83, 'learning': 100, 'relation': 100, 'result_pct': 0.2932861154466023, 'learning_pct': 0.3533567655983161, 'relation_pct': 0.3533567655983161}}","{'developer': 73, 'sales_ops': 75, 'receptionist': 76}",receptionist,1,2026-03-21T17:28:00.932+00:00,2026-03-21T17:28:01.371566+00:00
595c6330-7545-4bde-ba3b-9a258c98771a,"{'D1': 75, 'D2': 75, 'D3': 81, 'D4': 50, 'D5': 75, 'motivation': {'result': 83, 'learning': 100, 'relation': 100, 'result_pct': 0.2932861154466023, 'learning_pct': 0.3533567655983161, 'relation_pct': 0.3533567655983161}}","{'developer': 79, 'sales_ops': 81, 'receptionist': 87}",receptionist,6,2026-03-22T11:08:07.01+00:00,2026-03-22T11:08:07.249327+00:00
3dc5e1ad-417f-4959-b6d4-b8310ccfe7e8,"{'D1': 90, 'D2': 30, 'D3': 25, 'D4': 75, 'D5': 50, 'motivation': {'result': 75, 'learning': 83, 'relation': 42, 'result_pct': 0.37499981250009373, 'learning_pct': 0.41499979250010377, 'relation_pct': 0.2099998950000525}}","{'developer': 83, 'sales_ops': 80, 'receptionist': 62}",developer,3,2026-03-22T12:57:12.167+00:00,2026-03-22T12:57:12.342821+00:00
c7da3d85-733e-494d-a923-883989657a16,"{'D1': 90, 'D2': 30, 'D3': 56, 'D4': 75, 'D5': 25, 'motivation': {'result': 58, 'learning': 75, 'relation': 33, 'result_pct': 0.3493973798810964, 'learning_pct': 0.45180695674279714, 'relation_pct': 0.19879506096683075}}","{'developer': 86, 'sales_ops': 80, 'receptionist': 66}",developer,6,2026-03-22T13:00:45.39+00:00,2026-03-22T13:00:45.999757+00:00
3724106d-c278-445d-a552-85b801043977,"{'D1': 10, 'D2': 80, 'D3': 81, 'D4': 19, 'D5': 75, 'motivation': {'result': 33, 'learning': 42, 'relation': 100, 'result_pct': 0.1885713208163881, 'learning_pct': 0.23999986285722122, 'relation_pct': 0.5714282448981458}}","{'developer': 63, 'sales_ops': 70, 'receptionist': 87}",receptionist,17,2026-03-22T13:11:59.221+00:00,2026-03-22T13:11:59.330909+00:00
c12fc0b8-9ef2-4fb5-ab9f-b87bacc66536,"{'D1': 25, 'D2': 80, 'D3': 88, 'D4': 56, 'D5': 75, 'motivation': {'result': 33, 'learning': 75, 'relation': 92, 'result_pct': 0.16499991750004125, 'learning_pct': 0.37499981250009373, 'relation_pct': 0.459999770000115}}","{'developer': 70, 'sales_ops': 77, 'receptionist': 90}",receptionist,13,2026-03-22T13:12:42.177+00:00,2026-03-22T13:12:42.710946+00:00
42186cab-d03f-45fa-a253-d3f21dac0d28,"{'D1': 40, 'D2': 80, 'D3': 38, 'D4': 56, 'D5': 38, 'motivation': {'result': 33, 'learning': 33, 'relation': 100, 'result_pct': 0.19879506096683075, 'learning_pct': 0.19879506096683075, 'relation_pct': 0.6024092756570628}}","{'developer': 68, 'sales_ops': 72, 'receptionist': 83}",receptionist,11,2026-03-22T13:25:52.656+00:00,2026-03-22T13:25:52.787534+00:00
ea64ca73-3be8-44d5-b6a4-f3e64aca8dc1,"{'D1': 35, 'D2': 55, 'D3': 56, 'D4': 75, 'D5': 44, 'motivation': {'result': 42, 'learning': 75, 'relation': 75, 'result_pct': 0.21874988606776766, 'learning_pct': 0.3906247965495851, 'relation_pct': 0.3906247965495851}}","{'developer': 77, 'sales_ops': 84, 'receptionist': 82}",sales_ops,2,2026-03-22T13:30:02.571+00:00,2026-03-22T13:30:02.083576+00:00
0b05a5f9-6ad0-4b71-abc3-6b268bf8037a,"{'D1': 80, 'D2': 75, 'D3': 19, 'D4': 44, 'D5': 56, 'motivation': {'result': 75, 'learning': 100, 'relation': 92, 'result_pct': 0.2808987711989621, 'learning_pct': 0.3745316949319495, 'relation_pct': 0.3445691593373935}}","{'developer': 80, 'sales_ops': 73, 'receptionist': 77}",developer,3,2026-03-22T13:32:36.238+00:00,2026-03-22T13:32:36.386334+00:00
1e362444-928b-4794-9721-4d798d8f1393,"{'D1': 70, 'D2': 85, 'D3': 88, 'D4': 50, 'D5': 63, 'motivation': {'result': 83, 'learning': 100, 'relation': 83, 'result_pct': 0.3120299578834745, 'learning_pct': 0.3759397082933428, 'relation_pct': 0.3120299578834745}}","{'developer': 78, 'sales_ops': 82, 'receptionist': 90}",receptionist,8,2026-03-22T13:45:02.019+00:00,2026-03-22T13:45:02.1785+00:00
aa7b23d9-1d37-49e2-b27e-9d77d062963c,"{'D1': 50, 'D2': 50, 'D3': 50, 'D4': 50, 'D5': 50, 'motivation': {'result': 50, 'learning': 50, 'relation': 50, 'result_pct': 0.33333311111125924, 'learning_pct': 0.33333311111125924, 'relation_pct': 0.33333311111125924}}","{'developer': 83, 'sales_ops': 84, 'receptionist': 79}",sales_ops,1,2026-03-22T14:53:16.117+00:00,2026-03-22T14:53:16.23077+00:00
18b9a795-fbd3-444f-b9fc-a2f24d0d6846,"{'D1': 50, 'D2': 80, 'D3': 38, 'D4': 56, 'D5': 50, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 71, 'sales_ops': 75, 'receptionist': 80}",receptionist,5,2026-03-22T19:45:19.017+00:00,2026-03-22T19:45:19.49183+00:00
4afe6860-52d2-4ac2-bd28-b0c9a8029bb7,"{'D1': 20, 'D2': 55, 'D3': 19, 'D4': 75, 'D5': 25, 'motivation': {'result': 92, 'learning': 100, 'relation': 67, 'result_pct': 0.3552122180647807, 'learning_pct': 0.3861002370269355, 'relation_pct': 0.2586871588080468}}","{'developer': 60, 'sales_ops': 74, 'receptionist': 67}",sales_ops,7,2026-03-22T19:53:04.327+00:00,2026-03-22T19:53:04.306409+00:00
0db74ac8-0ead-49cf-8374-4e2ca7276281,"{'D1': 75, 'D2': 55, 'D3': 69, 'D4': 50, 'D5': 44, 'motivation': {'result': 75, 'learning': 83, 'relation': 75, 'result_pct': 0.32188827386769364, 'learning_pct': 0.3562230230802476, 'relation_pct': 0.32188827386769364}}","{'developer': 85, 'sales_ops': 87, 'receptionist': 85}",sales_ops,2,2026-03-22T19:54:21.192+00:00,2026-03-22T19:54:19.83945+00:00
564dc85b-179b-439b-ac30-cf84dc5bc6d3,"{'D1': 70, 'D2': 60, 'D3': 63, 'D4': 50, 'D5': 56, 'motivation': {'result': 50, 'learning': 67, 'relation': 58, 'result_pct': 0.2857141224490729, 'learning_pct': 0.38285692408175764, 'relation_pct': 0.33142838204092456}}","{'developer': 90, 'sales_ops': 86, 'receptionist': 85}",developer,4,2026-03-22T19:56:44.323+00:00,2026-03-22T19:56:44.791299+00:00
211d4ea0-9d00-4bcf-a5ec-2ce05efcfc22,"{'D1': 60, 'D2': 70, 'D3': 56, 'D4': 50, 'D5': 50, 'motivation': {'result': 83, 'learning': 83, 'relation': 83, 'result_pct': 0.3333331994645785, 'learning_pct': 0.3333331994645785, 'relation_pct': 0.3333331994645785}}","{'developer': 82, 'sales_ops': 83, 'receptionist': 86}",receptionist,3,2026-03-22T20:05:56.28+00:00,2026-03-22T20:05:56.734104+00:00
9d91e907-1818-4b7f-8a1c-4f4942778f0e,"{'D1': 45, 'D2': 65, 'D3': 50, 'D4': 63, 'D5': 44, 'motivation': {'result': 92, 'learning': 83, 'relation': 83, 'result_pct': 0.3565890090740275, 'learning_pct': 0.3217053016646118, 'relation_pct': 0.3217053016646118}}","{'developer': 76, 'sales_ops': 83, 'receptionist': 83}",sales_ops,0,2026-03-22T21:28:03.03+00:00,2026-03-22T21:28:03.530725+00:00
8a05d4e9-9f5f-4ac4-a831-a44667f42076,"{'D1': 60, 'D2': 60, 'D3': 50, 'D4': 50, 'D5': 63, 'motivation': {'result': 75, 'learning': 67, 'relation': 83, 'result_pct': 0.333333185185251, 'learning_pct': 0.29777764543215757, 'relation_pct': 0.36888872493834446}}","{'developer': 87, 'sales_ops': 86, 'receptionist': 84}",developer,1,2026-03-22T21:38:54.869+00:00,2026-03-22T21:38:55.341577+00:00
ecd16b29-4553-4d30-ad5c-e249d1843454,"{'D1': 80, 'D2': 70, 'D3': 25, 'D4': 81, 'D5': 38, 'motivation': {'result': 83, 'learning': 100, 'relation': 75, 'result_pct': 0.3217053016646118, 'learning_pct': 0.38759674899350816, 'relation_pct': 0.2906975617451311}}","{'developer': 76, 'sales_ops': 75, 'receptionist': 74}",developer,1,2026-03-22T21:58:47.993+00:00,2026-03-22T21:58:48.101106+00:00
0d3aaf2c-81ce-4357-9d3f-8608d20acc56,"{'D1': 80, 'D2': 60, 'D3': 19, 'D4': 69, 'D5': 19, 'motivation': {'result': 42, 'learning': 58, 'relation': 42, 'result_pct': 0.29577443959546507, 'learning_pct': 0.40845041658421366, 'relation_pct': 0.29577443959546507}}","{'developer': 79, 'sales_ops': 75, 'receptionist': 66}",developer,4,2026-03-23T08:32:17.729+00:00,2026-03-23T08:32:18.022757+00:00
fb738062-ddf7-4f3d-b298-e4cd5035e9b8,"{'D1': 35, 'D2': 60, 'D3': 75, 'D4': 75, 'D5': 56, 'motivation': {'result': 42, 'learning': 67, 'relation': 92, 'result_pct': 0.2089551199228259, 'learning_pct': 0.33333316749593656, 'relation_pct': 0.4577112150690472}}","{'developer': 76, 'sales_ops': 88, 'receptionist': 87}",sales_ops,1,2026-03-23T11:21:54.941+00:00,2026-03-23T11:21:54.950464+00:00
7b670719-c778-4181-8096-379c0dc8d149,"{'D1': 65, 'D2': 50, 'D3': 50, 'D4': 75, 'D5': 38, 'motivation': {'result': 75, 'learning': 75, 'relation': 92, 'result_pct': 0.3099172273069309, 'learning_pct': 0.3099172273069309, 'relation_pct': 0.3801651321631685}}","{'developer': 82, 'sales_ops': 85, 'receptionist': 77}",sales_ops,3,2026-03-23T14:20:45.303+00:00,2026-03-23T14:20:45.461677+00:00
00e39e14-5150-4161-a4a9-f59879ec522e,"{'D1': 55, 'D2': 60, 'D3': 50, 'D4': 44, 'D5': 50, 'motivation': {'result': 75, 'learning': 92, 'relation': 75, 'result_pct': 0.3099172273069309, 'learning_pct': 0.3801651321631685, 'relation_pct': 0.3099172273069309}}","{'developer': 81, 'sales_ops': 84, 'receptionist': 82}",sales_ops,2,2026-03-23T15:19:02.081+00:00,2026-03-23T15:19:01.660916+00:00
051df7e4-6071-494b-9fa8-07f9b1d8e2a3,"{'D1': 65, 'D2': 70, 'D3': 50, 'D4': 25, 'D5': 44, 'motivation': {'result': 75, 'learning': 67, 'relation': 75, 'result_pct': 0.3456219605428753, 'learning_pct': 0.3087556180849686, 'relation_pct': 0.3456219605428753}}","{'developer': 84, 'sales_ops': 78, 'receptionist': 82}",developer,2,2026-03-23T15:30:38.014+00:00,2026-03-23T15:30:37.578699+00:00
60f0ee69-967e-411d-972e-6bee0440d37d,"{'D1': 50, 'D2': 50, 'D3': 56, 'D4': 50, 'D5': 31, 'motivation': {'result': 58, 'learning': 83, 'relation': 75, 'result_pct': 0.2685183942044471, 'learning_pct': 0.3842590813615364, 'relation_pct': 0.34722206147126783}}","{'developer': 81, 'sales_ops': 81, 'receptionist': 82}",receptionist,1,2026-03-23T15:36:48.328+00:00,2026-03-23T15:36:47.871386+00:00
1d427c45-76bc-4bf1-9fc8-6c826a5a6195,"{'D1': 60, 'D2': 75, 'D3': 50, 'D4': 38, 'D5': 56, 'motivation': {'result': 58, 'learning': 67, 'relation': 67, 'result_pct': 0.30208317599834583, 'learning_pct': 0.34895815158429605, 'relation_pct': 0.34895815158429605}}","{'developer': 87, 'sales_ops': 80, 'receptionist': 86}",developer,1,2026-03-23T15:44:02.507+00:00,2026-03-23T15:44:02.072233+00:00
35bb3a87-abf2-4745-bf66-21ef7ce9ffb3,"{'D1': 65, 'D2': 35, 'D3': 75, 'D4': 94, 'D5': 38, 'motivation': {'result': 33, 'learning': 67, 'relation': 67, 'result_pct': 0.19760467209301072, 'learning_pct': 0.4011973645524763, 'relation_pct': 0.4011973645524763}}","{'developer': 81, 'sales_ops': 80, 'receptionist': 77}",developer,1,2026-03-23T15:44:30.422+00:00,2026-03-23T15:44:30.566705+00:00
31458e85-6856-45b8-adb8-e5d604e836f1,"{'D1': 60, 'D2': 60, 'D3': 50, 'D4': 50, 'D5': 50, 'motivation': {'result': 75, 'learning': 75, 'relation': 75, 'result_pct': 0.333333185185251, 'learning_pct': 0.333333185185251, 'relation_pct': 0.333333185185251}}","{'developer': 85, 'sales_ops': 85, 'receptionist': 83}",developer,0,2026-03-23T20:04:40.504+00:00,2026-03-23T20:04:40.675576+00:00
fcc4e58f-a519-4ca8-97d0-fb939202cdab,"{'D1': 50, 'D2': 55, 'D3': 50, 'D4': 50, 'D5': 63, 'motivation': {'result': 50, 'learning': 50, 'relation': 75, 'result_pct': 0.2857141224490729, 'learning_pct': 0.2857141224490729, 'relation_pct': 0.4285711836736093}}","{'developer': 84, 'sales_ops': 84, 'receptionist': 84}",developer,0,2026-03-23T20:10:49.048+00:00,2026-03-23T20:10:49.14896+00:00
34f9c987-bf19-46dc-bb62-41c5f7f98f9b,"{'D1': 45, 'D2': 55, 'D3': 44, 'D4': 56, 'D5': 50, 'motivation': {'result': 75, 'learning': 67, 'relation': 67, 'result_pct': 0.35885150294186463, 'learning_pct': 0.3205740092947324, 'relation_pct': 0.3205740092947324}}","{'developer': 81, 'sales_ops': 86, 'receptionist': 81}",sales_ops,5,2026-03-23T20:14:20.568+00:00,2026-03-23T20:14:20.787348+00:00
75105e89-fd9c-4d6e-9820-72806170072f,"{'D1': 50, 'D2': 40, 'D3': 44, 'D4': 44, 'D5': 63, 'motivation': {'result': 42, 'learning': 50, 'relation': 75, 'result_pct': 0.25149685539110456, 'learning_pct': 0.2994010183227435, 'relation_pct': 0.44910152748411525}}","{'developer': 84, 'sales_ops': 78, 'receptionist': 78}",developer,6,2026-03-23T20:15:51.585+00:00,2026-03-23T20:15:52.298123+00:00
3342333d-31f4-4e78-a59a-9ac7cc3dc7a5,"{'D1': 70, 'D2': 65, 'D3': 50, 'D4': 50, 'D5': 50, 'motivation': {'result': 83, 'learning': 67, 'relation': 83, 'result_pct': 0.3562230230802476, 'learning_pct': 0.2875535246551396, 'relation_pct': 0.3562230230802476}}","{'developer': 86, 'sales_ops': 82, 'receptionist': 84}",developer,2,2026-03-23T20:17:30.114+00:00,2026-03-23T20:17:30.220421+00:00
4e17d83a-f27f-4fe1-970f-ba6aeeda9aad,"{'D1': 45, 'D2': 50, 'D3': 56, 'D4': 50, 'D5': 56, 'motivation': {'result': 58, 'learning': 58, 'relation': 67, 'result_pct': 0.31693971751928, 'learning_pct': 0.31693971751928, 'relation_pct': 0.36612001851365106}}","{'developer': 84, 'sales_ops': 86, 'receptionist': 84}",sales_ops,2,2026-03-23T20:21:25.956+00:00,2026-03-23T20:21:26.025416+00:00
bd7a29f6-f2f7-4568-9499-52d4c3cd7679,"{'D1': 60, 'D2': 55, 'D3': 50, 'D4': 50, 'D5': 44, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 77, 'sales_ops': 79, 'receptionist': 76}",sales_ops,2,2026-03-23T20:23:07.791+00:00,2026-03-23T20:23:07.837297+00:00
3cefa689-1f2a-4c6c-b6d7-e647a12094b2,"{'D1': 75, 'D2': 60, 'D3': 94, 'D4': 63, 'D5': 75, 'motivation': {'result': 92, 'learning': 92, 'relation': 67, 'result_pct': 0.36653371851246275, 'learning_pct': 0.36653371851246275, 'relation_pct': 0.2669321645688587}}","{'developer': 79, 'sales_ops': 85, 'receptionist': 81}",sales_ops,4,2026-03-23T20:23:12.02+00:00,2026-03-23T20:23:12.150825+00:00
09e734e4-0617-486e-ae2e-e2b3eee8fe00,"{'D1': 65, 'D2': 55, 'D3': 50, 'D4': 50, 'D5': 44, 'motivation': {'result': 50, 'learning': 50, 'relation': 67, 'result_pct': 0.2994010183227435, 'learning_pct': 0.2994010183227435, 'relation_pct': 0.4011973645524763}}","{'developer': 85, 'sales_ops': 82, 'receptionist': 82}",developer,3,2026-03-23T20:29:16.969+00:00,2026-03-23T20:29:17.030087+00:00
d1ca8766-534e-4349-ba25-1d104dc96a77,"{'D1': 50, 'D2': 45, 'D3': 50, 'D4': 50, 'D5': 31, 'motivation': {'result': 25, 'learning': 50, 'relation': 83, 'result_pct': 0.15822774795712155, 'learning_pct': 0.3164554959142431, 'relation_pct': 0.5253161232176435}}","{'developer': 77, 'sales_ops': 75, 'receptionist': 79}",receptionist,2,2026-03-23T20:29:38.421+00:00,2026-03-23T20:29:38.525903+00:00
dd936f94-7eff-4df0-a0a6-238256af1fe3,"{'D1': 50, 'D2': 55, 'D3': 50, 'D4': 50, 'D5': 69, 'motivation': {'result': 75, 'learning': 50, 'relation': 17, 'result_pct': 0.528168642134759, 'learning_pct': 0.3521124280898394, 'relation_pct': 0.11971822555054538}}","{'developer': 84, 'sales_ops': 87, 'receptionist': 72}",sales_ops,3,2026-03-23T20:35:07.046+00:00,2026-03-23T20:35:07.153437+00:00
9d7e0db2-13a4-456d-9fa8-46cfe833c9b5,"{'D1': 45, 'D2': 20, 'D3': 38, 'D4': 44, 'D5': 81, 'motivation': {'result': 33, 'learning': 8, 'relation': 25, 'result_pct': 0.49999924242539023, 'learning_pct': 0.12121193755767036, 'relation_pct': 0.3787873048677199}}","{'developer': 73, 'sales_ops': 70, 'receptionist': 60}",developer,3,2026-03-23T20:35:31.213+00:00,2026-03-23T20:35:32.224649+00:00
165188db-e2a0-4f73-bad3-6af79c664afc,"{'D1': 50, 'D2': 55, 'D3': 44, 'D4': 50, 'D5': 50, 'motivation': {'result': 67, 'learning': 75, 'relation': 67, 'result_pct': 0.3205740092947324, 'learning_pct': 0.35885150294186463, 'relation_pct': 0.3205740092947324}}","{'developer': 83, 'sales_ops': 84, 'receptionist': 80}",sales_ops,1,2026-03-23T20:37:07.948+00:00,2026-03-23T20:37:08.030631+00:00
912e584d-91d8-4ef3-84c2-47d6fc932693,"{'D1': 60, 'D2': 75, 'D3': 75, 'D4': 38, 'D5': 63, 'motivation': {'result': 58, 'learning': 75, 'relation': 42, 'result_pct': 0.33142838204092456, 'learning_pct': 0.4285711836736093, 'relation_pct': 0.23999986285722122}}","{'developer': 87, 'sales_ops': 86, 'receptionist': 86}",developer,1,2026-03-23T20:44:48.894+00:00,2026-03-23T20:44:49.326889+00:00
5c4d041d-21b6-4856-b3de-149f889c233e,"{'D1': 60, 'D2': 75, 'D3': 63, 'D4': 44, 'D5': 50, 'motivation': {'result': 67, 'learning': 75, 'relation': 75, 'result_pct': 0.3087556180849686, 'learning_pct': 0.3456219605428753, 'relation_pct': 0.3456219605428753}}","{'developer': 84, 'sales_ops': 83, 'receptionist': 89}",receptionist,5,2026-03-23T21:25:40.011+00:00,2026-03-23T21:25:40.185943+00:00
eac37fab-9157-4ddc-aa05-e258f9e7bb6b,"{'D1': 20, 'D2': 55, 'D3': 75, 'D4': 75, 'D5': 50, 'motivation': {'result': 83, 'learning': 75, 'relation': 58, 'result_pct': 0.3842590813615364, 'learning_pct': 0.34722206147126783, 'relation_pct': 0.2685183942044471}}","{'developer': 71, 'sales_ops': 92, 'receptionist': 82}",sales_ops,10,2026-03-23T21:38:54.293+00:00,2026-03-23T21:38:54.301451+00:00
089d5146-782b-4521-b336-bb38c80eef94,"{'D1': 25, 'D2': 70, 'D3': 31, 'D4': 31, 'D5': 44, 'motivation': {'result': 58, 'learning': 58, 'relation': 83, 'result_pct': 0.2914571399712864, 'learning_pct': 0.2914571399712864, 'relation_pct': 0.4170852175451168}}","{'developer': 72, 'sales_ops': 71, 'receptionist': 81}",receptionist,9,2026-03-24T09:58:10.588+00:00,2026-03-24T09:58:10.707045+00:00
59e1ffcf-3250-4a31-9d16-a43357116100,"{'D1': 85, 'D2': 50, 'D3': 88, 'D4': 44, 'D5': 44, 'motivation': {'result': 92, 'learning': 92, 'relation': 33, 'result_pct': 0.42396293826592707, 'learning_pct': 0.42396293826592707, 'relation_pct': 0.15207366263886515}}","{'developer': 82, 'sales_ops': 82, 'receptionist': 74}",developer,0,2026-03-24T10:54:02.736+00:00,2026-03-24T10:54:02.964476+00:00
60a16c37-631f-4e83-afb8-93c0661963a9,"{'D1': 60, 'D2': 60, 'D3': 50, 'D4': 50, 'D5': 50, 'motivation': {'result': 83, 'learning': 75, 'relation': 83, 'result_pct': 0.3443981973451463, 'learning_pct': 0.3112031903721202, 'relation_pct': 0.3443981973451463}}","{'developer': 84, 'sales_ops': 83, 'receptionist': 83}",developer,1,2026-03-24T16:43:55.498+00:00,2026-03-24T16:43:55.998982+00:00
1558ec2a-0c1a-4002-a5f4-effd86a11352,"{'D1': 65, 'D2': 45, 'D3': 56, 'D4': 56, 'D5': 44, 'motivation': {'result': 92, 'learning': 92, 'relation': 83, 'result_pct': 0.3445691593373935, 'learning_pct': 0.3445691593373935, 'relation_pct': 0.3108613067935181}}","{'developer': 82, 'sales_ops': 82, 'receptionist': 79}",developer,0,2026-03-24T16:52:08.642+00:00,2026-03-24T16:52:08.912313+00:00
1c0127ff-90b9-4e08-b919-b6dfe8fda61c,"{'D1': 50, 'D2': 55, 'D3': 50, 'D4': 50, 'D5': 44, 'motivation': {'result': 92, 'learning': 75, 'relation': 83, 'result_pct': 0.36799985280005887, 'learning_pct': 0.299999880000048, 'relation_pct': 0.3319998672000531}}","{'developer': 80, 'sales_ops': 82, 'receptionist': 81}",sales_ops,1,2026-03-24T17:00:59.555+00:00,2026-03-24T17:01:00.061544+00:00
aca2d12a-82ca-42fa-aabe-6d0fd097c383,"{'D1': 95, 'D2': 25, 'D3': 69, 'D4': 69, 'D5': 75, 'motivation': {'result': 83, 'learning': 58, 'relation': 8, 'result_pct': 0.5570466060089893, 'learning_pct': 0.389261483717125, 'relation_pct': 0.05369123913339655}}","{'developer': 85, 'sales_ops': 85, 'receptionist': 63}",developer,0,2026-03-24T20:57:58.072+00:00,2026-03-24T20:57:58.205394+00:00
b6b4d416-9272-4689-aa21-5e7b44146d5f,"{'D1': 50, 'D2': 55, 'D3': 50, 'D4': 50, 'D5': 44, 'motivation': {'result': 25, 'learning': 50, 'relation': 83, 'result_pct': 0.15822774795712155, 'learning_pct': 0.3164554959142431, 'relation_pct': 0.5253161232176435}}","{'developer': 78, 'sales_ops': 78, 'receptionist': 82}",receptionist,4,2026-03-24T21:03:59.83+00:00,2026-03-24T21:03:59.980186+00:00
